respuesta_id,sede,rol,puntaje_csat,comentario
SUR-00001,Cuenca,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01005,Guayaquil,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01006,Guayaquil,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01007,Ambato,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01008,Quito,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01009,Guayaquil,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01010,Manta,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01011,Guayaquil,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01012,Quito,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01013,Quito,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01014,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01015,Manta,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01016,Manta,Farmacia,1,Respuesta sintetica reproducible; sin datos personales.
SUR-01017,Cuenca,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01018,Quito,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01019,Quito,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01020,Quito,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01021,Cuenca,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01022,Guayaquil,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01023,Manta,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01024,Quito,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01025,Guayaquil,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01026,Manta,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01027,Guayaquil,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01028,Ambato,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01029,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01030,Quito,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01031,Quito,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01032,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01033,Ambato,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01034,Guayaquil,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01035,Quito,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01036,Quito,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01037,Quito,Enfermeria,1,Respuesta sintetica reproducible; sin datos personales.
SUR-01038,Ambato,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01039,Manta,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01040,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01041,Guayaquil,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01042,Quito,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01043,Guayaquil,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01044,Ambato,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01045,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01046,Manta,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01047,Quito,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01048,Cuenca,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01049,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01050,Quito,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01051,Guayaquil,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01052,Guayaquil,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01053,Guayaquil,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01054,Ambato,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01055,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01056,Guayaquil,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01057,Quito,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01058,Quito,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01059,Cuenca,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01060,Cuenca,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01061,Quito,Enfermeria,1,Respuesta sintetica reproducible; sin datos personales.
SUR-01062,Cuenca,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01063,Ambato,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01064,Quito,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01065,Quito,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01066,Ambato,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01067,Ambato,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01068,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01069,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01070,Quito,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01071,Guayaquil,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01072,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01073,Manta,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01074,Ambato,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01075,Ambato,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01076,Quito,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01077,Guayaquil,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01078,Cuenca,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01079,Guayaquil,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01080,Guayaquil,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01081,Quito,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01082,Cuenca,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01083,Quito,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01084,Guayaquil,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01085,Ambato,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01086,Manta,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01087,Guayaquil,Admision,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01088,Manta,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01089,Manta,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01090,Ambato,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01091,Guayaquil,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01092,Cuenca,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01093,Guayaquil,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01094,Cuenca,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01095,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01096,Quito,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01097,Quito,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01098,Manta,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01099,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01100,Guayaquil,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01101,Quito,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01102,Ambato,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01103,Cuenca,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01104,Quito,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01105,Quito,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01106,Guayaquil,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01107,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01108,Cuenca,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01109,Ambato,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01110,Manta,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01111,Guayaquil,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01112,Cuenca,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01113,Cuenca,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01114,Quito,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01115,Cuenca,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01116,Quito,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01117,Manta,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01118,Ambato,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01119,Quito,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01120,Cuenca,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01121,Guayaquil,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01122,Manta,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01123,Quito,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01124,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01125,Quito,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01126,Guayaquil,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01127,Ambato,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01128,Quito,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01129,Guayaquil,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01130,Quito,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01131,Guayaquil,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01132,Cuenca,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01133,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01134,Ambato,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01135,Quito,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01136,Ambato,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01137,Guayaquil,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01138,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01139,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01140,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01141,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01142,Cuenca,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01143,Quito,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01144,Cuenca,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01145,Quito,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01146,Quito,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01147,Guayaquil,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01148,Cuenca,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01149,Manta,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01150,Quito,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01151,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01152,Guayaquil,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01153,Guayaquil,Admision,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01154,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01155,Quito,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01156,Cuenca,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01157,Guayaquil,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01158,Manta,Enfermeria,1,Respuesta sintetica reproducible; sin datos personales.
SUR-01159,Quito,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01160,Ambato,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01161,Quito,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01162,Manta,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01163,Quito,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01164,Guayaquil,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01165,Ambato,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01166,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01167,Quito,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01168,Manta,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01169,Quito,Enfermeria,1,Respuesta sintetica reproducible; sin datos personales.
SUR-01170,Guayaquil,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01171,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01172,Guayaquil,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01173,Ambato,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01174,Guayaquil,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01175,Guayaquil,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01176,Ambato,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01177,Guayaquil,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01178,Cuenca,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01179,Cuenca,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01180,Ambato,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01181,Guayaquil,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01182,Manta,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01183,Cuenca,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01184,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01185,Quito,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01186,Guayaquil,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01187,Quito,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01188,Cuenca,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01189,Ambato,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01190,Guayaquil,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01191,Quito,Medico,1,Respuesta sintetica reproducible; sin datos personales.
SUR-01192,Cuenca,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01193,Cuenca,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01194,Guayaquil,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01195,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01196,Ambato,Admision,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01197,Cuenca,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01198,Ambato,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01199,Guayaquil,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01200,Cuenca,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01201,Guayaquil,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01202,Ambato,Admision,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01203,Ambato,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01204,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01205,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01206,Ambato,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01207,Guayaquil,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01208,Cuenca,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01209,Guayaquil,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01210,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01211,Manta,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01212,Cuenca,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01213,Guayaquil,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01214,Manta,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01215,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01216,Guayaquil,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01217,Cuenca,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01218,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01219,Guayaquil,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01220,Guayaquil,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01221,Manta,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01222,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01223,Guayaquil,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01224,Cuenca,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01225,Quito,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01226,Ambato,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01227,Guayaquil,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01228,Quito,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01229,Manta,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01230,Cuenca,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01231,Guayaquil,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01232,Cuenca,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01233,Cuenca,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01234,Quito,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01235,Guayaquil,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01236,Cuenca,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01237,Cuenca,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01238,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01239,Quito,Farmacia,1,Respuesta sintetica reproducible; sin datos personales.
SUR-01240,Ambato,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01241,Quito,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01242,Cuenca,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01243,Quito,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01244,Manta,Admision,1,Respuesta sintetica reproducible; sin datos personales.
SUR-01245,Guayaquil,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01246,Guayaquil,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01247,Guayaquil,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01248,Quito,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01249,Ambato,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01250,Manta,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01251,Cuenca,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01252,Ambato,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01253,Ambato,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01254,Quito,Farmacia,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01255,Manta,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01256,Guayaquil,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01257,Ambato,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01258,Guayaquil,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01259,Guayaquil,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01260,Manta,Enfermeria,1,Respuesta sintetica reproducible; sin datos personales.
SUR-01261,Manta,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01262,Quito,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01263,Quito,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01264,Quito,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01265,Cuenca,Admision,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01266,Ambato,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01267,Manta,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01268,Ambato,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01269,Manta,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01270,Quito,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01271,Guayaquil,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01272,Guayaquil,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01273,Manta,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01274,Ambato,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01275,Quito,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01276,Ambato,Farmacia,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01277,Quito,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01278,Guayaquil,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01279,Manta,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01280,Guayaquil,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01281,Manta,Medico,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01282,Ambato,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01283,Cuenca,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01284,Manta,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01285,Cuenca,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01286,Manta,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01287,Quito,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01288,Guayaquil,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01289,Cuenca,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01290,Guayaquil,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01291,Guayaquil,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01292,Quito,Paciente,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01293,Ambato,Admision,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01294,Cuenca,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01295,Guayaquil,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01296,Manta,Admision,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01297,Ambato,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01298,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01299,Quito,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01300,Cuenca,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01301,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01302,Guayaquil,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01303,Guayaquil,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01304,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01305,Ambato,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01306,Cuenca,Paciente,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01307,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01308,Cuenca,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01309,Cuenca,Medico,1,Respuesta sintetica reproducible; sin datos personales.
SUR-01310,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01311,Quito,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01312,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01313,Guayaquil,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01314,Cuenca,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01315,Ambato,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01316,Cuenca,Medico,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01317,Ambato,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01318,Guayaquil,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01319,Quito,Enfermeria,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01320,Quito,Enfermeria,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01321,Guayaquil,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01322,Quito,Farmacia,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01323,Guayaquil,Admision,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01324,Quito,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01325,Guayaquil,Enfermeria,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01326,Guayaquil,Admision,5,Respuesta sintetica reproducible; sin datos personales.
SUR-01327,Guayaquil,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01328,Cuenca,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01329,Guayaquil,Enfermeria,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01330,Quito,Admision,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01331,Manta,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01332,Manta,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01333,Guayaquil,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01334,Cuenca,Medico,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01335,Manta,Medico,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01336,Ambato,Paciente,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01337,Manta,Paciente,3,Respuesta sintetica reproducible; sin datos personales.
SUR-01338,Quito,Farmacia,4,Respuesta sintetica reproducible; sin datos personales.
SUR-01339,Quito,Admision,2,Respuesta sintetica reproducible; sin datos personales.
SUR-01340,Ambato,Admision,2,Respuesta sintetica reproducible; sin datos personales.
