evento_id,timestamp,sede,medico_id,tiempo_segundos,completada
EVT-003228,2025-02-15T16:03:00,Manta,MED-MAN-08,9.15,1
EVT-003230,2025-03-01T07:10:00,Cuenca,MED-CUE-09,5.15,1
EVT-003235,2025-02-03T13:31:00,Guayaquil,MED-GUA-10,5.47,1
EVT-003239,2025-08-20T12:30:00,Quito,MED-QUI-11,10.47,1
EVT-003242,2025-12-28T17:43:00,Quito,MED-QUI-12,7.04,1
EVT-003244,2025-11-23T16:54:00,Quito,MED-QUI-01,6.6,1
EVT-003249,2025-10-31T18:06:00,Ambato,MED-AMB-02,5.2,0
EVT-003252,2025-07-09T17:26:00,Cuenca,MED-CUE-03,8.22,1
EVT-003253,2025-04-05T15:08:00,Manta,MED-MAN-04,4.98,1
EVT-003259,2025-05-18T12:11:00,Cuenca,MED-CUE-05,13.82,1
EVT-003260,2025-03-06T17:39:00,Ambato,MED-AMB-06,3.73,1
EVT-003263,2025-03-20T10:28:00,Ambato,MED-AMB-07,12.42,1
EVT-003264,2025-12-23T08:54:00,Cuenca,MED-CUE-08,6.57,1
EVT-003269,2025-04-02T15:47:00,Quito,MED-QUI-09,6.94,1
EVT-003270,2025-05-04T09:09:00,Quito,MED-QUI-10,6.97,1
EVT-003274,2025-04-12T13:05:00,Quito,MED-QUI-11,5.18,1
EVT-003277,2025-05-16T07:23:00,Ambato,MED-AMB-12,2.86,1
EVT-003279,2025-04-17T16:54:00,Guayaquil,MED-GUA-01,4.53,1
EVT-003282,2025-08-06T18:58:00,Guayaquil,MED-GUA-02,4.83,1
EVT-003284,2025-08-29T15:00:00,Manta,MED-MAN-03,6.71,1
EVT-003290,2025-02-27T18:18:00,Guayaquil,MED-GUA-04,6.7,1
EVT-003291,2025-02-03T18:21:00,Quito,MED-QUI-05,5.27,0
EVT-003292,2025-10-19T18:46:00,Quito,MED-QUI-06,7.04,1
EVT-003294,2025-02-20T18:21:00,Manta,MED-MAN-07,7.14,1
EVT-003296,2025-05-06T08:49:00,Quito,MED-QUI-08,6.09,1
EVT-003299,2025-03-25T10:16:00,Quito,MED-QUI-09,10.85,1
EVT-003304,2025-04-20T10:40:00,Quito,MED-QUI-10,9.72,1
EVT-003305,2025-08-01T18:23:00,Manta,MED-MAN-11,6.97,1
EVT-003309,2025-06-20T09:19:00,Manta,MED-MAN-12,3.48,1
EVT-003313,2025-03-12T12:51:00,Ambato,MED-AMB-01,8.43,1
EVT-003318,2025-05-29T11:02:00,Guayaquil,MED-GUA-02,8.81,1
EVT-003320,2025-08-26T16:15:00,Quito,MED-QUI-03,6.31,1
EVT-003322,2025-07-27T17:09:00,Manta,MED-MAN-04,7.92,1
EVT-003323,2025-12-30T12:25:00,Guayaquil,MED-GUA-05,11.52,1
EVT-003325,2025-05-06T12:14:00,Ambato,MED-AMB-06,11.7,1
EVT-003326,2025-09-17T12:21:00,Guayaquil,MED-GUA-07,12.33,1
EVT-003329,2025-01-12T09:33:00,Quito,MED-QUI-08,5.36,1
EVT-003332,2025-05-20T17:24:00,Quito,MED-QUI-09,3.02,1
EVT-003337,2025-01-04T12:57:00,Quito,MED-QUI-10,13.0,1
EVT-003338,2025-08-31T12:49:00,Cuenca,MED-CUE-11,11.05,1
EVT-003342,2025-12-18T10:40:00,Quito,MED-QUI-12,10.96,1
EVT-003344,2025-11-02T12:58:00,Quito,MED-QUI-01,12.07,1
EVT-003346,2025-04-08T18:56:00,Manta,MED-MAN-02,5.95,1
EVT-003352,2025-10-14T08:25:00,Cuenca,MED-CUE-03,6.03,1
EVT-003357,2025-10-26T18:00:00,Cuenca,MED-CUE-04,7.68,1
EVT-003362,2025-10-28T15:56:00,Ambato,MED-AMB-05,7.09,1
EVT-003365,2025-12-23T16:56:00,Ambato,MED-AMB-06,3.87,1
EVT-003371,2025-08-21T12:41:00,Guayaquil,MED-GUA-07,12.01,1
EVT-003372,2025-12-23T11:33:00,Guayaquil,MED-GUA-08,10.95,1
EVT-003376,2025-09-15T17:55:00,Ambato,MED-AMB-09,4.92,1
EVT-003380,2025-07-23T11:29:00,Cuenca,MED-CUE-10,10.14,1
EVT-003381,2025-08-09T15:26:00,Manta,MED-MAN-11,6.44,1
EVT-003384,2025-08-22T16:26:00,Cuenca,MED-CUE-12,5.07,1
EVT-003386,2025-05-15T18:24:00,Ambato,MED-AMB-01,5.04,1
EVT-003388,2025-02-01T08:31:00,Cuenca,MED-CUE-02,5.42,1
EVT-003389,2025-08-13T17:18:00,Quito,MED-QUI-03,3.46,0
EVT-003393,2025-06-21T12:31:00,Cuenca,MED-CUE-04,10.57,1
EVT-003394,2025-12-10T08:04:00,Quito,MED-QUI-05,7.47,1
EVT-003403,2025-07-19T08:04:00,Ambato,MED-AMB-06,4.39,1
EVT-003406,2025-01-18T16:44:00,Guayaquil,MED-GUA-07,5.41,1
EVT-003408,2025-08-09T07:13:00,Guayaquil,MED-GUA-08,7.3,0
EVT-003409,2025-07-03T17:14:00,Manta,MED-MAN-09,7.42,1
EVT-003411,2025-01-20T14:17:00,Quito,MED-QUI-10,7.4,1
EVT-003412,2025-08-04T12:13:00,Manta,MED-MAN-11,12.97,1
EVT-003419,2025-01-03T08:48:00,Quito,MED-QUI-12,5.06,1
EVT-003422,2025-11-12T08:03:00,Manta,MED-MAN-01,3.48,1
EVT-003424,2025-12-21T11:48:00,Guayaquil,MED-GUA-02,10.05,1
EVT-003431,2025-07-18T14:26:00,Guayaquil,MED-GUA-03,6.1,1
EVT-003432,2025-07-01T14:18:00,Quito,MED-QUI-04,5.33,1
EVT-003439,2025-01-18T16:03:00,Ambato,MED-AMB-05,6.34,1
EVT-003443,2025-08-01T09:49:00,Guayaquil,MED-GUA-06,8.57,1
EVT-003444,2025-07-26T13:01:00,Quito,MED-QUI-07,7.12,1
EVT-003445,2025-09-19T07:42:00,Cuenca,MED-CUE-08,7.78,1
EVT-003446,2025-11-29T16:37:00,Guayaquil,MED-GUA-09,5.14,1
EVT-003447,2025-11-17T08:24:00,Guayaquil,MED-GUA-10,7.26,1
EVT-003453,2025-03-04T16:41:00,Manta,MED-MAN-11,11.96,0
EVT-003455,2025-10-31T12:07:00,Guayaquil,MED-GUA-12,11.33,1
EVT-003456,2025-10-06T08:46:00,Guayaquil,MED-GUA-01,3.6,1
EVT-003461,2025-01-21T16:17:00,Cuenca,MED-CUE-02,7.15,1
EVT-003463,2025-06-30T14:52:00,Guayaquil,MED-GUA-03,6.18,1
EVT-003466,2025-12-10T12:56:00,Quito,MED-QUI-04,12.08,1
EVT-003467,2025-04-23T17:47:00,Guayaquil,MED-GUA-05,7.25,1
EVT-003468,2025-03-08T11:46:00,Ambato,MED-AMB-06,10.62,1
EVT-003473,2025-08-15T11:18:00,Cuenca,MED-CUE-07,12.09,1
EVT-003475,2025-07-03T18:11:00,Cuenca,MED-CUE-08,4.27,1
EVT-003480,2025-10-31T09:43:00,Guayaquil,MED-GUA-09,4.99,1
EVT-003481,2025-04-02T08:23:00,Manta,MED-MAN-10,8.81,1
EVT-003482,2025-01-13T09:57:00,Cuenca,MED-CUE-11,5.22,1
EVT-003485,2025-07-25T11:14:00,Guayaquil,MED-GUA-12,11.73,1
EVT-003486,2025-08-13T17:45:00,Ambato,MED-AMB-01,3.02,1
EVT-003487,2025-06-06T11:26:00,Ambato,MED-AMB-02,12.46,0
EVT-003488,2025-05-18T18:02:00,Ambato,MED-AMB-03,6.15,1
EVT-003490,2025-01-15T08:21:00,Cuenca,MED-CUE-04,5.45,1
EVT-003494,2025-01-01T10:32:00,Cuenca,MED-CUE-05,12.52,0
EVT-003496,2025-12-27T14:03:00,Quito,MED-QUI-06,9.99,1
EVT-003497,2025-01-21T07:41:00,Cuenca,MED-CUE-07,6.84,1
EVT-003500,2025-08-11T18:14:00,Guayaquil,MED-GUA-08,3.61,1
EVT-003512,2025-05-28T18:45:00,Quito,MED-QUI-09,6.47,1
EVT-003514,2025-05-09T08:43:00,Quito,MED-QUI-10,7.43,1
EVT-003520,2025-02-27T10:54:00,Guayaquil,MED-GUA-11,7.71,1
EVT-003521,2025-09-10T07:23:00,Quito,MED-QUI-12,5.37,1
EVT-003525,2025-06-04T14:55:00,Guayaquil,MED-GUA-01,6.73,1
EVT-003530,2025-11-15T18:42:00,Quito,MED-QUI-02,8.69,0
EVT-003532,2025-06-29T10:04:00,Quito,MED-QUI-03,13.36,1
EVT-003542,2025-10-03T07:42:00,Quito,MED-QUI-04,4.99,1
EVT-003544,2025-10-10T15:57:00,Quito,MED-QUI-05,4.0,1
EVT-003547,2025-10-30T16:42:00,Cuenca,MED-CUE-06,5.34,1
EVT-003549,2025-05-03T15:00:00,Guayaquil,MED-GUA-07,4.94,1
EVT-003556,2025-07-20T16:58:00,Guayaquil,MED-GUA-08,8.22,1
EVT-003558,2025-03-29T09:34:00,Guayaquil,MED-GUA-09,6.19,1
EVT-003559,2025-08-20T18:56:00,Ambato,MED-AMB-10,6.32,0
EVT-003560,2025-05-03T17:07:00,Manta,MED-MAN-11,8.25,0
EVT-003563,2025-04-10T17:14:00,Cuenca,MED-CUE-12,7.41,1
EVT-003570,2025-11-19T13:16:00,Quito,MED-QUI-01,5.46,1
EVT-003571,2025-02-19T17:09:00,Ambato,MED-AMB-02,4.57,1
EVT-003578,2025-09-22T10:55:00,Cuenca,MED-CUE-03,11.49,1
EVT-003580,2025-09-21T08:41:00,Quito,MED-QUI-04,6.12,1
EVT-003582,2025-08-24T15:34:00,Ambato,MED-AMB-05,4.83,1
EVT-003583,2025-07-27T12:27:00,Guayaquil,MED-GUA-06,11.16,1
EVT-003585,2025-07-30T10:56:00,Ambato,MED-AMB-07,10.61,1
EVT-003588,2025-08-21T11:48:00,Cuenca,MED-CUE-08,11.24,1
EVT-003589,2025-12-07T17:00:00,Ambato,MED-AMB-09,6.87,1
EVT-003593,2025-12-04T10:36:00,Quito,MED-QUI-10,9.47,1
EVT-003596,2025-12-16T07:01:00,Ambato,MED-AMB-11,5.56,1
EVT-003600,2025-09-23T12:37:00,Guayaquil,MED-GUA-12,12.33,1
EVT-003609,2025-02-14T14:41:00,Guayaquil,MED-GUA-01,5.22,1
EVT-003613,2025-03-18T17:53:00,Cuenca,MED-CUE-02,6.5,0
EVT-003616,2025-01-01T11:38:00,Manta,MED-MAN-03,11.71,1
EVT-003621,2025-05-18T15:56:00,Guayaquil,MED-GUA-04,5.08,1
EVT-003625,2025-02-03T13:11:00,Ambato,MED-AMB-05,5.21,1
EVT-003626,2025-12-08T11:54:00,Quito,MED-QUI-06,11.41,1
EVT-003630,2025-02-24T09:14:00,Cuenca,MED-CUE-07,5.85,1
EVT-003631,2025-10-20T18:56:00,Cuenca,MED-CUE-08,3.84,1
EVT-003634,2025-07-26T15:14:00,Cuenca,MED-CUE-09,6.85,1
EVT-003635,2025-05-25T16:25:00,Guayaquil,MED-GUA-10,4.9,1
EVT-003652,2025-11-07T10:47:00,Cuenca,MED-CUE-11,9.74,1
EVT-003653,2025-10-10T14:43:00,Quito,MED-QUI-12,5.05,1
EVT-003659,2025-08-17T14:33:00,Manta,MED-MAN-01,5.0,0
EVT-003661,2025-07-23T17:20:00,Manta,MED-MAN-02,7.34,1
EVT-003662,2025-02-27T13:46:00,Ambato,MED-AMB-03,5.04,1
EVT-003672,2025-04-27T11:45:00,Quito,MED-QUI-04,13.74,1
EVT-003674,2025-10-07T07:43:00,Manta,MED-MAN-05,4.57,1
EVT-003675,2025-10-03T11:15:00,Ambato,MED-AMB-06,10.16,1
EVT-003698,2025-12-14T16:15:00,Quito,MED-QUI-07,5.39,1
EVT-003707,2025-06-27T18:34:00,Cuenca,MED-CUE-08,4.31,1
EVT-003710,2025-12-03T09:03:00,Cuenca,MED-CUE-09,7.32,0
EVT-003713,2025-12-01T16:29:00,Cuenca,MED-CUE-10,5.35,1
EVT-003716,2025-01-14T13:57:00,Quito,MED-QUI-11,6.32,1
EVT-003717,2025-07-12T18:44:00,Cuenca,MED-CUE-12,5.78,1
EVT-003719,2025-09-18T09:38:00,Quito,MED-QUI-01,8.84,1
EVT-003726,2025-04-06T11:16:00,Guayaquil,MED-GUA-02,11.86,1
EVT-003727,2025-06-22T13:43:00,Cuenca,MED-CUE-03,6.38,1
EVT-003732,2025-11-20T18:48:00,Ambato,MED-AMB-04,6.92,1
EVT-003733,2025-06-03T14:29:00,Guayaquil,MED-GUA-05,6.5,1
EVT-003734,2025-11-07T17:02:00,Manta,MED-MAN-06,8.28,1
EVT-003737,2025-10-10T12:23:00,Cuenca,MED-CUE-07,10.19,0
EVT-003739,2025-07-20T11:48:00,Manta,MED-MAN-08,15.05,1
EVT-003743,2025-07-14T07:52:00,Ambato,MED-AMB-09,4.49,1
EVT-003744,2025-06-20T17:42:00,Quito,MED-QUI-10,6.85,1
EVT-003749,2025-05-02T18:43:00,Guayaquil,MED-GUA-11,6.62,1
EVT-003751,2025-12-16T14:07:00,Guayaquil,MED-GUA-12,7.16,0
EVT-003752,2025-08-04T16:07:00,Guayaquil,MED-GUA-01,3.5,1
EVT-003753,2025-04-16T18:42:00,Quito,MED-QUI-02,6.59,1
EVT-003759,2025-10-02T13:41:00,Quito,MED-QUI-03,4.44,1
EVT-003761,2025-12-25T16:26:00,Cuenca,MED-CUE-04,6.73,0
EVT-003762,2025-09-18T07:12:00,Quito,MED-QUI-05,5.25,1
EVT-003765,2025-04-23T12:04:00,Quito,MED-QUI-06,11.35,1
EVT-003771,2025-01-04T12:47:00,Cuenca,MED-CUE-07,11.21,0
EVT-003772,2025-05-11T08:36:00,Guayaquil,MED-GUA-08,8.26,1
EVT-003775,2025-01-17T13:43:00,Cuenca,MED-CUE-09,3.77,1
EVT-003778,2025-04-19T18:58:00,Quito,MED-QUI-10,5.23,0
EVT-003781,2025-11-03T15:21:00,Guayaquil,MED-GUA-11,5.47,1
EVT-003782,2025-03-18T14:33:00,Quito,MED-QUI-12,5.42,1
EVT-003783,2025-05-18T12:55:00,Cuenca,MED-CUE-01,9.95,1
EVT-003787,2025-05-27T16:46:00,Guayaquil,MED-GUA-02,6.08,1
EVT-003788,2025-07-28T14:01:00,Quito,MED-QUI-03,6.88,1
EVT-003791,2025-08-15T08:26:00,Ambato,MED-AMB-04,7.27,1
EVT-003792,2025-04-02T14:12:00,Cuenca,MED-CUE-05,4.58,1
EVT-003793,2025-02-22T07:15:00,Manta,MED-MAN-06,10.61,1
EVT-003802,2025-06-10T07:26:00,Quito,MED-QUI-07,9.25,1
EVT-003804,2025-11-27T10:57:00,Quito,MED-QUI-08,10.35,1
EVT-003807,2025-12-06T10:13:00,Cuenca,MED-CUE-09,12.46,1
EVT-003811,2025-07-26T17:22:00,Guayaquil,MED-GUA-10,7.61,1
EVT-003813,2025-06-19T17:54:00,Manta,MED-MAN-11,10.08,1
EVT-003814,2025-12-24T18:06:00,Quito,MED-QUI-12,6.44,1
EVT-003817,2025-08-20T17:18:00,Quito,MED-QUI-01,7.98,1
EVT-003821,2025-01-15T08:32:00,Quito,MED-QUI-02,3.76,1
EVT-003825,2025-05-20T16:42:00,Ambato,MED-AMB-03,7.2,1
EVT-003826,2025-02-20T16:53:00,Guayaquil,MED-GUA-04,6.96,1
EVT-003828,2025-09-01T08:15:00,Quito,MED-QUI-05,7.63,1
EVT-003831,2025-10-08T10:27:00,Quito,MED-QUI-06,9.56,1
EVT-003841,2025-09-07T13:09:00,Quito,MED-QUI-07,3.39,1
EVT-003842,2025-07-13T18:28:00,Quito,MED-QUI-08,6.28,0
EVT-003843,2025-07-02T08:17:00,Cuenca,MED-CUE-09,6.2,1
EVT-003844,2025-07-15T11:44:00,Guayaquil,MED-GUA-10,9.63,1
EVT-003847,2025-01-29T10:52:00,Guayaquil,MED-GUA-11,12.18,1
EVT-003848,2025-08-31T13:05:00,Quito,MED-QUI-12,7.98,1
EVT-003855,2025-08-31T10:44:00,Cuenca,MED-CUE-01,8.91,1
EVT-003856,2025-06-06T16:55:00,Ambato,MED-AMB-02,5.23,1
EVT-003859,2025-07-15T07:50:00,Quito,MED-QUI-03,5.65,1
EVT-003865,2025-02-25T07:33:00,Guayaquil,MED-GUA-04,5.96,1
EVT-003866,2025-06-15T11:12:00,Cuenca,MED-CUE-05,10.5,1
EVT-003867,2025-12-19T16:13:00,Quito,MED-QUI-06,5.83,1
EVT-003869,2025-08-23T12:07:00,Guayaquil,MED-GUA-07,10.38,1
EVT-003878,2025-05-22T10:52:00,Guayaquil,MED-GUA-08,11.13,0
EVT-003879,2025-11-30T16:33:00,Quito,MED-QUI-09,6.43,1
EVT-003885,2025-01-10T09:43:00,Guayaquil,MED-GUA-10,4.81,0
EVT-003889,2025-06-13T13:11:00,Quito,MED-QUI-11,6.41,1
EVT-003895,2025-08-28T07:56:00,Guayaquil,MED-GUA-12,7.6,1
EVT-003896,2025-08-14T14:35:00,Quito,MED-QUI-01,5.01,1
EVT-003899,2025-01-21T14:21:00,Quito,MED-QUI-02,5.71,1
EVT-003905,2025-04-02T16:26:00,Quito,MED-QUI-03,6.31,1
EVT-003912,2025-10-02T18:27:00,Quito,MED-QUI-04,3.87,1
EVT-003914,2025-05-25T18:56:00,Cuenca,MED-CUE-05,6.78,1
EVT-003919,2025-11-07T16:16:00,Guayaquil,MED-GUA-06,4.59,1
EVT-003920,2025-04-27T18:22:00,Guayaquil,MED-GUA-07,6.42,1
EVT-003927,2025-05-09T18:56:00,Manta,MED-MAN-08,5.23,1
EVT-003928,2025-09-15T08:59:00,Cuenca,MED-CUE-09,6.87,1
EVT-003929,2025-07-17T10:03:00,Quito,MED-QUI-10,11.63,1
EVT-003932,2025-01-24T13:22:00,Quito,MED-QUI-11,9.84,0
EVT-003934,2025-12-14T17:30:00,Guayaquil,MED-GUA-12,5.72,0
EVT-003937,2025-09-06T10:17:00,Guayaquil,MED-GUA-01,12.17,1
EVT-003938,2025-05-30T13:26:00,Guayaquil,MED-GUA-02,7.01,1
EVT-003941,2025-07-22T15:40:00,Ambato,MED-AMB-03,4.75,1
EVT-003943,2025-03-20T13:11:00,Guayaquil,MED-GUA-04,6.36,1
EVT-003946,2025-11-30T17:54:00,Cuenca,MED-CUE-05,8.28,1
EVT-003947,2025-08-29T11:39:00,Guayaquil,MED-GUA-06,12.52,1
EVT-003949,2025-10-06T10:45:00,Ambato,MED-AMB-07,10.44,1
EVT-003953,2025-01-21T07:57:00,Ambato,MED-AMB-08,7.02,1
EVT-003958,2025-06-21T16:58:00,Guayaquil,MED-GUA-09,4.29,1
EVT-003959,2025-04-21T09:32:00,Guayaquil,MED-GUA-10,4.65,1
EVT-003960,2025-11-24T15:21:00,Quito,MED-QUI-11,5.94,1
EVT-003963,2025-11-02T13:38:00,Ambato,MED-AMB-12,5.25,1
EVT-003973,2025-05-28T10:02:00,Guayaquil,MED-GUA-01,12.12,1
EVT-003974,2025-09-24T13:44:00,Quito,MED-QUI-02,2.8,0
EVT-003975,2025-06-15T08:07:00,Ambato,MED-AMB-03,2.39,1
EVT-003977,2025-07-29T09:31:00,Quito,MED-QUI-04,7.46,1
EVT-003978,2025-01-13T18:26:00,Ambato,MED-AMB-05,6.18,1
EVT-003980,2025-05-16T14:20:00,Guayaquil,MED-GUA-06,5.76,1
EVT-003989,2025-12-19T14:58:00,Cuenca,MED-CUE-07,4.17,1
EVT-003991,2025-08-28T09:28:00,Quito,MED-QUI-08,6.99,1
EVT-003994,2025-06-24T11:58:00,Ambato,MED-AMB-09,13.25,1
EVT-003997,2025-09-07T16:43:00,Guayaquil,MED-GUA-10,6.92,1
EVT-003998,2025-01-20T13:49:00,Quito,MED-QUI-11,6.34,1
EVT-003999,2025-04-23T14:38:00,Quito,MED-QUI-12,5.81,1
EVT-004003,2025-07-05T15:58:00,Guayaquil,MED-GUA-01,7.4,1
EVT-004004,2025-12-09T16:31:00,Quito,MED-QUI-02,5.37,1
EVT-004010,2025-07-06T07:04:00,Guayaquil,MED-GUA-03,4.14,1
EVT-004014,2025-12-26T14:34:00,Manta,MED-MAN-04,4.41,1
EVT-004021,2025-12-11T07:53:00,Quito,MED-QUI-05,7.86,1
EVT-004024,2025-07-07T13:00:00,Quito,MED-QUI-06,5.38,1
EVT-004029,2025-06-10T16:17:00,Cuenca,MED-CUE-07,6.44,1
EVT-004031,2025-03-22T07:21:00,Cuenca,MED-CUE-08,7.25,1
EVT-004032,2025-06-25T07:06:00,Manta,MED-MAN-09,3.56,0
EVT-004034,2025-05-14T13:54:00,Guayaquil,MED-GUA-10,4.38,0
EVT-004035,2025-10-26T11:16:00,Manta,MED-MAN-11,13.59,1
EVT-004036,2025-07-14T12:29:00,Quito,MED-QUI-12,11.79,1
EVT-004043,2025-01-17T11:51:00,Quito,MED-QUI-01,12.76,1
EVT-004044,2025-05-15T14:09:00,Guayaquil,MED-GUA-02,6.72,1
EVT-004046,2025-09-12T08:35:00,Guayaquil,MED-GUA-03,4.46,1
EVT-004048,2025-02-26T16:54:00,Guayaquil,MED-GUA-04,5.9,1
EVT-004049,2025-01-14T12:36:00,Guayaquil,MED-GUA-05,11.44,1
EVT-004051,2025-04-27T11:41:00,Guayaquil,MED-GUA-06,13.81,1
EVT-004054,2025-10-05T13:20:00,Manta,MED-MAN-07,10.49,1
EVT-004056,2025-05-15T16:39:00,Ambato,MED-AMB-08,7.32,1
EVT-004057,2025-09-25T10:05:00,Cuenca,MED-CUE-09,12.43,1
EVT-004058,2025-05-12T09:06:00,Manta,MED-MAN-10,6.58,0
EVT-004062,2025-08-17T17:10:00,Quito,MED-QUI-11,5.52,1
EVT-004068,2025-04-07T08:08:00,Quito,MED-QUI-12,6.13,0
EVT-004081,2025-12-27T10:15:00,Guayaquil,MED-GUA-01,10.94,1
EVT-004084,2025-03-25T09:03:00,Quito,MED-QUI-02,4.73,1
EVT-004089,2025-11-25T09:59:00,Ambato,MED-AMB-03,3.0,1
EVT-004093,2025-12-17T15:06:00,Guayaquil,MED-GUA-04,5.78,1
EVT-004094,2025-09-22T14:57:00,Manta,MED-MAN-05,6.49,1
EVT-004095,2025-02-07T08:10:00,Guayaquil,MED-GUA-06,4.96,1
EVT-004100,2025-02-23T14:53:00,Manta,MED-MAN-07,9.1,0
EVT-004110,2025-07-28T10:57:00,Manta,MED-MAN-08,13.05,1
EVT-004113,2025-03-21T16:49:00,Guayaquil,MED-GUA-09,6.93,1
EVT-004123,2025-01-24T17:15:00,Quito,MED-QUI-10,4.0,1
EVT-004124,2025-06-30T10:58:00,Quito,MED-QUI-11,11.66,1
EVT-004127,2025-06-13T13:07:00,Guayaquil,MED-GUA-12,6.35,1
EVT-004131,2025-08-09T15:10:00,Cuenca,MED-CUE-01,5.17,1
EVT-004133,2025-01-15T17:35:00,Quito,MED-QUI-02,5.17,0
EVT-004134,2025-07-05T08:31:00,Guayaquil,MED-GUA-03,7.96,1
EVT-004137,2025-02-26T11:47:00,Guayaquil,MED-GUA-04,9.79,1
EVT-004138,2025-06-09T09:05:00,Cuenca,MED-CUE-05,5.27,1
EVT-004139,2025-12-01T13:20:00,Quito,MED-QUI-06,5.02,1
EVT-004140,2025-09-01T13:12:00,Quito,MED-QUI-07,8.19,1
EVT-004146,2025-07-08T16:11:00,Quito,MED-QUI-08,6.29,1
EVT-004147,2025-01-30T13:54:00,Guayaquil,MED-GUA-09,5.32,1
EVT-004151,2025-07-14T13:55:00,Guayaquil,MED-GUA-10,2.45,1
EVT-004158,2025-02-25T18:19:00,Ambato,MED-AMB-11,4.47,1
EVT-004163,2025-12-24T12:14:00,Guayaquil,MED-GUA-12,11.83,1
EVT-004169,2025-04-25T13:33:00,Ambato,MED-AMB-01,5.15,1
EVT-004170,2025-02-25T08:02:00,Ambato,MED-AMB-02,7.74,1
EVT-004174,2025-09-06T13:25:00,Manta,MED-MAN-03,7.06,1
EVT-004179,2025-10-31T07:04:00,Quito,MED-QUI-04,9.36,1
EVT-004182,2025-10-26T13:25:00,Quito,MED-QUI-05,6.56,1
EVT-004185,2025-05-18T08:51:00,Cuenca,MED-CUE-06,4.57,1
EVT-004193,2025-06-12T13:32:00,Quito,MED-QUI-07,5.57,1
EVT-004194,2025-11-28T09:02:00,Guayaquil,MED-GUA-08,1.33,1
EVT-004198,2025-11-29T08:52:00,Cuenca,MED-CUE-09,6.4,1
EVT-004200,2025-08-11T07:21:00,Manta,MED-MAN-10,6.13,1
EVT-004203,2025-02-13T11:55:00,Guayaquil,MED-GUA-11,10.52,1
EVT-004204,2025-06-18T11:34:00,Guayaquil,MED-GUA-12,11.91,1
EVT-004210,2025-05-08T11:01:00,Quito,MED-QUI-01,11.75,1
EVT-004215,2025-06-29T14:10:00,Guayaquil,MED-GUA-02,7.72,1
EVT-004226,2025-12-17T09:50:00,Quito,MED-QUI-03,5.73,1
EVT-004228,2025-11-21T13:22:00,Ambato,MED-AMB-04,5.64,1
EVT-004231,2025-10-14T16:04:00,Ambato,MED-AMB-05,4.3,1
EVT-004233,2025-09-15T17:13:00,Cuenca,MED-CUE-06,5.38,1
EVT-004235,2025-02-19T18:01:00,Guayaquil,MED-GUA-07,4.06,1
EVT-004242,2025-04-21T14:56:00,Quito,MED-QUI-08,4.22,1
EVT-004245,2025-09-14T13:48:00,Manta,MED-MAN-09,5.63,1
EVT-004246,2025-01-27T13:22:00,Quito,MED-QUI-10,3.05,0
EVT-004251,2025-06-21T16:47:00,Guayaquil,MED-GUA-11,5.28,1
EVT-004259,2025-03-05T11:31:00,Cuenca,MED-CUE-12,10.0,1
EVT-004265,2025-05-26T17:04:00,Ambato,MED-AMB-01,7.24,1
EVT-004267,2025-04-19T09:23:00,Manta,MED-MAN-02,6.7,1
EVT-004269,2025-10-31T08:53:00,Manta,MED-MAN-03,4.77,1
EVT-004270,2025-01-20T09:31:00,Guayaquil,MED-GUA-04,6.2,1
EVT-004273,2025-06-03T18:19:00,Quito,MED-QUI-05,7.15,1
EVT-004276,2025-10-09T10:14:00,Cuenca,MED-CUE-06,9.86,1
EVT-004279,2025-10-10T12:17:00,Cuenca,MED-CUE-07,10.75,1
EVT-004281,2025-09-22T15:29:00,Quito,MED-QUI-08,4.87,1
EVT-004285,2025-07-28T18:53:00,Cuenca,MED-CUE-09,7.91,1
EVT-004291,2025-08-26T16:02:00,Cuenca,MED-CUE-10,4.47,1
EVT-004293,2025-06-30T07:52:00,Quito,MED-QUI-11,7.12,1
EVT-004297,2025-09-22T13:09:00,Cuenca,MED-CUE-12,6.34,0
EVT-004300,2025-06-16T09:14:00,Guayaquil,MED-GUA-01,5.75,1
EVT-004301,2025-09-30T12:58:00,Manta,MED-MAN-02,13.7,1
EVT-004311,2025-12-10T17:11:00,Cuenca,MED-CUE-03,7.36,1
EVT-004315,2025-09-13T18:00:00,Cuenca,MED-CUE-04,3.58,1
EVT-004318,2025-06-24T11:55:00,Manta,MED-MAN-05,14.64,0
EVT-004320,2025-08-03T16:49:00,Cuenca,MED-CUE-06,3.26,1
EVT-004323,2025-07-29T07:25:00,Manta,MED-MAN-07,6.68,1
EVT-004324,2025-02-27T08:50:00,Guayaquil,MED-GUA-08,6.41,1
EVT-004327,2025-01-25T15:37:00,Cuenca,MED-CUE-09,2.69,1
EVT-004330,2025-09-20T08:05:00,Guayaquil,MED-GUA-10,6.12,1
EVT-004331,2025-03-31T10:11:00,Cuenca,MED-CUE-11,11.5,1
EVT-004332,2025-07-10T10:23:00,Ambato,MED-AMB-12,11.44,0
EVT-004333,2025-01-05T14:12:00,Quito,MED-QUI-01,8.26,1
EVT-004335,2025-01-07T10:16:00,Cuenca,MED-CUE-02,12.49,1
EVT-004336,2025-04-21T11:41:00,Manta,MED-MAN-03,13.92,1
EVT-004337,2025-05-30T07:44:00,Quito,MED-QUI-04,5.71,1
EVT-004338,2025-07-19T11:47:00,Guayaquil,MED-GUA-05,11.42,1
